Date,User,Message
2018-03-05 10:19:39,"java","Bytecode 기계언어"
2018-03-05 10:19:44,"송창우(SCW)","바이트 코드 = 기계언어"
2018-03-05 10:19:45,"양","바이트코드는 기계언어다."
2018-03-05 10:19:47,"이승용","네"
2018-03-05 10:19:51,"김기범","바이트코드==기계언어"
2018-03-05 10:19:51,"송창우(SCW)","네"
2018-03-05 10:19:58,"도영","바이트코드는 기계언어"
2018-03-05 10:20:20,"미소 :)","네!"
2018-03-05 10:20:29,"최성현","그럼 버추얼머신에 적용되는 기계어가 바이트코드가 되는건가요?"
2018-03-05 10:20:43,"이승용","바이트코드 == 머신코드"
2018-03-05 10:21:25,"박세은","바이트=머신=기계"
2018-03-05 10:21:30,"정희석","클래스는 확장자명인가요?"
2018-03-05 10:21:49,"미소 :)","assembly 언어"
2018-03-05 10:21:56,"이승용","있다"
2018-03-05 10:21:56,"김기범","있다!"
2018-03-05 10:21:56,"미소 :)","없다?"
2018-03-05 10:21:57,"Synergy","있다"
2018-03-05 10:21:58,"이승용","있다"
2018-03-05 10:21:58,"박세은","있다"
2018-03-05 10:21:59,"김대교","있다"
2018-03-05 10:22:00,"java","assemnly code를 볼 수없다"
2018-03-05 10:22:00,"정희석","있다"
2018-03-05 10:22:00,"양","있다"
2018-03-05 10:22:00,"도영","없다"
2018-03-05 10:22:01,"송창우(SCW)","없다?"
2018-03-05 10:22:04,"Java programing","Java programing joined this chatroom."
2018-03-05 10:22:04,"한정섭","있다"
2018-03-05 10:22:09,"Synergy","아니다"
2018-03-05 10:22:10,"미소 :)","없다"
2018-03-05 10:22:11,"이승용","없다"
2018-03-05 10:22:12,"java","필요하지 않다"
2018-03-05 10:22:12,"양","없다."
2018-03-05 10:22:12,"최동현","없다"
2018-03-05 10:22:13,"한정섭","꼭 필요없다"
2018-03-05 10:22:15,"도영","있다"
2018-03-05 10:22:16,"김대교","없다"
2018-03-05 10:22:16,"박세은","필요하다?"
2018-03-05 10:22:48,"미소 :)","왜 필요하지 않나요?"
2018-03-05 10:23:20,"이승용","Optimize 한다는게 코딩을 더 효율적으로 쓴다는건가요?"
2018-03-05 10:23:30,"정희석","컴파일러가 최적화하는거랑 사람이 어셈블리 접근해서 하는거랑 차이가 많이나나요?"
2018-03-05 10:25:13,"Synergy","그렇다면 수정이 자주 필요한 프로그램은 C보단 java가 더 좋다는 건가요"
2018-03-05 10:25:59,"김기범","최적화말씀하시는건가요?"
2018-03-05 10:26:26,"양","기계언어를 줄이면 소스파일에는 아무런 영향이 없나요?"
2018-03-05 10:27:27,"박세은","optimize 뜻을 잘 이해하지 못했어요ㅠ"
2018-03-05 10:28:48,"최성현","소스파일 -(컴파일)-> 바이트코드(기계어) -(optimize)->바이트코드(최적화됨)"
2018-03-05 10:31:29,"박세은","이해됐습니다!"
2018-03-05 10:31:35,"양","자바파일을 컨파일하는데 컨파일이 자동으로 되므로 의도와 다르게 기계어(바이트코드)가 완성 될 수 있다. 이때 사람이 바이트코드를 자체적으로 수정하는것을 optimize라고 한다."
2018-03-05 10:32:30,"양","컴파일....;)"
2018-03-05 10:32:35,"최성현","compile이라 compiler"
2018-03-05 10:32:48,"송창우(SCW)",":-)"
2018-03-05 10:33:04,"최성현","spd"
2018-03-05 10:33:06,"최성현","넹"
2018-03-05 10:33:07,"박세은","좋아요~!"
2018-03-05 10:33:13,"송창우(SCW)","슬라이드보다 재밌어요"
2018-03-05 10:33:15,"미소 :)","좋아요:)"
2018-03-05 10:33:19,"한정섭","네"
2018-03-05 10:33:22,"이승용","굿 굿"
2018-03-05 10:33:27,"양","좋아용"
2018-03-05 10:33:37,"21500002","1.   Optimize(최적화)란?
Compile은 자동(CPU가 machine language를 받아 자동으로 실행)이기 때문에 우리가 원하는 대로 bytecode가 나오지 않을 수도 있다. 이 과정을 원하는 대로(=효율적으로) 수정하는 것"
2018-03-05 10:33:37,"java","넹"
2018-03-05 10:36:10,"미소 :)","java 프로그램을 컴파일하면 bytecode program으로 변환 -> JVM(가상머신)에서 실행 -> 기계언어로 전환 -> 기계에서 실행 -> 프로그램 output"
2018-03-05 10:37:23,"미소 :)","*interpreter"
2018-03-05 10:37:31,"java","bytecode 가 기계언어라고 하셨는데 왜 통역이 필요하죠?"
2018-03-05 10:38:07,"최성현","JVM이 이해하는 기계어가 bytecode"
2018-03-05 10:38:45,"최성현","하드웨어가 이해하는 기계어로 바꿔주는게 JVM"
2018-03-05 10:39:05,"최성현","인것같아요 ;)"
2018-03-05 10:39:07,"이현지","JVM은 바이트코드를 CPU가 이해하는 기계어로 통역한다"
2018-03-05 10:39:55,"java"," Bytecode는 JVM만 이해 가능 . 하지만 JVM은 동시에 CPU가 이해 할 수 있는 있는 기계어로 번역. "
2018-03-05 10:40:07,"21500002","2.   bytecode 가 기계언어라고 하셨는데 왜 통역이 필요하죠?
Bytecode는 virtual machine만 알아들을 수 있는 언어이기 때문에 Hardware가 알아듣기 위해 다시한번 통역을 해준다. 여기서 JVM은 통역사의 역할을 한다."
2018-03-05 10:40:23,"미소 :)","단점: 시간이 오래 걸린다"
2018-03-05 10:40:38,"미소 :)","장점: 모든 os에서 작동이 가능하다"
2018-03-05 10:40:39,"미소 :)","?"
2018-03-05 10:40:46,"양","장점 : C보다 간단하다.."
2018-03-05 10:40:55,"java","수정에 용이하다"
2018-03-05 10:41:00,"정희석","단점 : c보다 절차가 더 들어갔다"
2018-03-05 10:41:02,"김기범","번역과정이 두번이라서 시간이 오래걸리는건가요?"
2018-03-05 10:41:37,"미소 :)","JVM에서 실행되기 때문에 OS 위에 JVM만 있으면 어떤 OS에서도 작동이 가능하지만, 번역이 두번이기 때문에 시간이 오래 걸린다."
2018-03-05 10:41:38,"정희석","하드웨어가 램메모리만 뜻하나요?"
2018-03-05 10:42:29,"java","장점: 수정과 편집에 용이하다"
2018-03-05 10:43:45,"java","이해가 안강ㅅ"
2018-03-05 10:43:48,"java","안가요"
2018-03-05 10:43:55,"박세은","모든 하드웨어의 부분이 이해가 안됩니다ㅠ"
2018-03-05 10:44:22,"송창우(SCW)","JVM을 어플 같이 생각할 수 있나요?"
2018-03-05 10:44:28,"java","다시 한번만요"
2018-03-05 10:44:46,"양","똑같은 class파일이 돌아가는게 왜 좋은점인가요?"
2018-03-05 10:44:55,"이승용","에뮬레이터라서 다른 OS라도 돌아가는건가요"
2018-03-05 10:45:10,"최성현","프로그래머가 작성한 소스코드 -(컴파일)->바이트코드(optimize는 옵션)->JVM-(interpreter)->하드웨어가 이해하는 기계어"
2018-03-05 10:45:52,"21500002","Java's Advantage: JVM이 깔린 모든 하드웨어에서 *.class가 돌아가기 때문에 범용성이 크다."
2018-03-05 10:46:05,"Synergy","장점: 개발자는 하드웨어에 상관없이 같은 프로그램을 만들어도 다른 모든 하드웨어에서 돌아간다"
2018-03-05 10:46:13,"박세은","이해됐습니다!"
2018-03-05 10:46:18,"java","이해했습니다"
2018-03-05 10:46:22,"양","이해 됐어요"
2018-03-05 10:46:23,"유정연","그럼 자바가 좋은점이 가상머신을 통해 작업을 처리하기 때문에 굳이 OS를 신경쓰지않아도 되서 범용성이 좋은건가요"
2018-03-05 10:47:25,"남재창","Potability 이식성"
2018-03-05 10:59:31,"최성현","소스코드가 잘 실행되면 가도 되는 건가요"
2018-03-05 10:59:50,"정희석","확인받고 가라고 하셨어요"
