Date,User,Message
2018-04-04 21:44:42,"송창우(SCW)","네크워크 확인해보니 2번문제까지 있습니다"
2018-04-04 21:48:52,"송창우(SCW)","교수님이 말씀하신대로 src확인해보니 1시간전 푸쉬한 2번까지 있고 3번이 없습니다"
2018-04-04 21:51:07,"남재창","긱허브 디렉토리 안쪽 화면캡쳐해서 보내봐요"
2018-04-04 21:54:37,"송창우(SCW)","Photo"
2018-04-04 21:55:01,"남재창","Src 밑에 전부"
2018-04-04 21:55:21,"남재창","정말 prob2만 읷는지 확인할려고"
2018-04-04 22:03:47,"최성현","저거 스테이지안된거면 아예 애드가 안된거 아닌가요?"
2018-04-04 22:04:11,"최성현","늦긴했지만..."
2018-04-04 22:04:40,"송창우(SCW)","(흑흑)"
2018-04-04 22:05:01,"남재창","그런데 아까 노란색 원통 아이컨나왔으니 커밋은 한거잖아요"
2018-04-04 22:05:14,"남재창","방금 푸쉬도 했고"
2018-04-04 22:05:20,"송창우(SCW)","네 근데 그때"
2018-04-04 22:05:29,"송창우(SCW)","IBK기업 : 95000717901017"
2018-04-04 22:05:31,"송창우(SCW)","아니아니"
2018-04-04 22:05:37,"송창우(SCW)","Photo"
2018-04-04 22:06:26,"최성현","음... 이클립스로 안되면 깃 콘솔로 해보세요"
2018-04-04 22:08:22,"남재창","ㄱ
Reject이 됐네....아마 슬라이드 데로 깃이랑 그레들 초기화 안해서 그렇 것 같은"
2018-04-04 22:09:30,"송창우(SCW)","아...? 2번까지 됐는데 3번이 안보내지는걸 ㅂ"
2018-04-04 22:09:34,"남재창","소스코드 백업하고 기존 깃 지우고, 새로 프로젝트 만들어서 다시해오ㅓ"
2018-04-04 22:09:46,"유정연","교수님 git 커널로 conmandline 입력해서 커밋이랑 푸쉬해도 되나요?"
2018-04-04 22:09:46,"남재창","꼬였어 프로젝트 디렉토리"
2018-04-04 22:09:49,"송창우(SCW)","10시 지났는데 그래도 될까요?"
2018-04-04 22:10:53,"남재창","그러면 team >> pull먼저하고"
2018-04-04 22:11:52,"남재창","Push 다시해봐요."
2018-04-04 22:15:41,"송창우(SCW)","이제 된것 같습니다"
2018-04-04 22:16:29,"남재창","오키 굿"
2018-04-04 22:16:40,"송창우(SCW)","깃이랑 그레들 초기화인가 해야 할것 같네요"
2018-04-04 22:17:36,"송창우(SCW)","자바  9를 첫주에깔았다 10을 깔았다 9를 깔았다 10을 지웠다 9로 맞췄다가 하니 컴퓨터가 소리 지르는것 같습니다"
2018-04-04 22:17:40,"송창우(SCW)","건드리지 말걸...."
2018-04-04 22:21:13,"남재창","어 왜그랬어...이게 애매한게 최근에 자바 10이 발표가 돼서..."
2018-04-04 22:21:44,"송창우(SCW)","그... 10.0이 실험작 같은건가요?"
2018-04-04 22:21:44,"남재창","정연, 커맨드라인 쓸 즐 알면 최고지!!"
2018-04-04 22:22:00,"남재창","정식버전. 이제 자바10시대"
2018-04-04 22:26:02,"남재창","창우학생 근데 문제 어떻게 해결한거지?"
2018-04-04 22:27:07,"송창우(SCW)","확인해 보니 보내져 있는데 github는 ""당신이 1시간전에 prob02를 보냈습니다. 3번이요? 전 안보이는데요?"" 이랬습니다..."
2018-04-04 22:27:46,"남재창","아 이미 푸쉬 된건데 안된줄 알았던 것?"
2018-04-04 22:27:48,"송창우(SCW)","교수님이 말씀하신데로 커밋해서 커밋할게 없었어요"
2018-04-04 22:27:52,"송창우(SCW)","네"
2018-04-04 22:28:02,"남재창","그러니까...그런데 아까 앞에 reject된건 뭐지>?"
2018-04-04 22:28:13,"송창우(SCW)","모르겠어요"
2018-04-04 22:28:37,"송창우(SCW)","내일 수업끝나고 교수님을 찾아뵈도 될까요?"
2018-04-04 22:28:38,"도영","교수님.. 자바독을 export할때 javadoc: error - cannot read Input length = 1 라는 오류가 계속뜹니다 ㅠㅠ"
2018-04-04 22:28:58,"남재창","프로젝트 경로에 한글이 있거나 여백이 있어요?"
2018-04-04 22:29:13,"김기범","혹시 자바독 Export한 파일도 푸쉬해야하나요??"
2018-04-04 22:29:14,"남재창","아니면 이클립스 설치한 위치 경로에 한글이 있거나"
2018-04-04 22:29:17,"남재창","아니 필요없어"
2018-04-04 22:29:35,"남재창","코드만 커밋하면되..자바독은 우리가 컴파일해서 볼수 있으니..."
2018-04-04 22:29:55,"도영","혹시 바탕화면이 'Desktop'이 아니라 '바탕 화면'으로 보이는데.. 이것 때문인지"
2018-04-04 22:30:18,"남재창","바탕화면에 이클립스 있어요?"
2018-04-04 22:30:31,"남재창","아니면 프로젝트 디렉터리가 바탕화면에?"
2018-04-04 22:30:38,"도영","네 이클립스 워크스페이스가 바탕화면에 있어요"
2018-04-04 22:30:43,"도영","네 프로젝트 디렉터리"
2018-04-04 22:31:00,"남재창","전부 밖으로 꺼내서 해봐요."
2018-04-04 22:31:17,"남재창","프로젝트는 c:\git  아래에 넣고."
2018-04-04 22:31:27,"남재창","이클립스는 c:\eclipse 에 넣고"
2018-04-04 22:55:17,"도영","아...디렉터리 바꿨다가 푸쉬 오류 계속떠서 repository 새로 만들었습니다..ㅠㅠ"
2018-04-04 23:12:59,"21500002","Lab07-HW1-4.pptx"
2018-04-04 23:13:17,"21500002","죄송합니다"
2018-04-05 09:36:32,"최성현","그래들을 사용하는 의미를 잘 모르겠어요. 깃으로 관리하는데..."
2018-04-05 09:38:52,"유정연","그 eclipse에서 add to index? 하는 이유좀 다시 설명해주실수 있으신가요>"
2018-04-05 09:49:08,"유정연","그 gradle한뒤에 src 디렉토리가 src/main/java src/test 2개가 생기는데 둘의 차이점이 있나요?"
2018-04-05 10:06:19,"정희석","자바는 c처럼 메소드나 클래스 시작할 때 변수 선언 안해줘도 되나요? 중간에 해도 상관없나요"
2018-04-05 10:24:30,"Java_Lov","방금 그건 어떻게 하나요?!"
2018-04-05 10:27:24,"ㅇ","교수님 그런데 Line을 두개 하면 조금 불안하지 않나요? 실수로 엔터를 두번치면 그냥 넘어가 버리니까요.. 좀 더 안전한 방법은 없나요?"
